Title,abstractText,meshMajor,pmid,meshid,meshroot,A,B,C,D,E,F,G,H,I,J,L,M,N,Z
Bodily embarrassment and judgment concern as separable factors in the measurement of medical embarrassment: psychometric development and links to treatment-seeking outcomes.,"OBJECTIVES: Understanding why people do not always engage in medical examinations that might benefit them is a public health issue which is receiving increased attention. One area of promise involves the study of medical embarrassment, although current studies are weakened in that they measure medical embarrassment in a theoretically na?ve and unidimensional manner and have assumed that embarrassment is exclusively a barrier to the timely seeking of treatment.DESIGN: Convenience sampling was used to recruit 116 male and 134 female students (mean age = 19.94 years, 47.2% Caucasian, 20.4% African-American, 32.4% Asian) from two large universities in different parts of the United States.METHODS: Participants completed a comprehensive measure of medical embarrassment, reported on previous treatment avoidance because of embarrassment, and recorded the frequency of psychological, general and sex-related visits across the previous 5 years.RESULTS: As expected, medical embarrassment was not unidimensional and appeared to have two distinct factors--bodily embarrassment and judgment concern. Bodily embarrassment generally predicted less frequent medical contact although not equally so across domains and it interacted with judgment concern in several cases, providing preliminary evidence that there are situations in which aspects of medical embarrassment may actually facilitate greater medical contact.CONCLUSIONS: The data highlight the importance of considering the role of emotions other than fear in health behaviour and the means by which they may facilitate or deter the timely seeking of diagnosis and treatment.","['Adult', 'Attitude to Health', 'Body Image', 'Female', 'Humans', 'Judgment', 'Male', 'Patient Acceptance of Health Care', 'Psychology', 'Psychometrics', 'Shame', 'Surveys and Questionnaires', 'Treatment Outcome']",17640455,"[['M01.060.116'], ['F01.100.150', 'N05.300.150'], ['F01.752.747.792.110', 'F02.463.593.112'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['F02.463.785.626'], ['F01.100.150.750.500', 'F01.145.488.887.500', 'N05.300.150.800.500'], ['F04.096.628'], ['F04.711.780'], ['F01.470.483.666'], ['E05.318.308.980', 'N05.715.360.300.800', 'N06.850.520.308.980'], ['E01.789.800', 'N04.761.559.590.800', 'N05.715.360.575.575.800']]","['Named Groups [M]', 'Psychiatry and Psychology [F]', 'Health Care [N]', 'Organisms [B]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]']",0,1,0,0,1,1,0,0,0,0,0,1,1,0
"Purification and molecular cloning of cDNA for an inducible antibacterial protein of larvae of a coleopteran insect, Holotrichia diomphalia.","Injection of Escherichia coli into larvae of the coleopteran Holotrichia diomphalia results in the appearance of antibacterial activity in the hemolymph. An antibacterial protein, named holotricin 2, was purified from larvae of this insect and characterized. A cDNA clone for holotricin 2 was isolated and its complete sequence was determined. This protein was found to inhibit the growth of Gram-negative bacteria and to consist of 72-amino acid residues with no cysteine residues. Its amino acid sequence is similar to that of coleoptericine, an antibacterial protein isolated from larvae of the coleopteran Zophobas atratus.","['Amino Acid Sequence', 'Animals', 'Anti-Bacterial Agents', 'Bacteria', 'Base Sequence', 'Chromatography, High Pressure Liquid', 'Cloning, Molecular', 'Coleoptera', 'DNA, Complementary', 'Hemolymph', 'Insect Hormones', 'Insect Proteins', 'Larva', 'Molecular Sequence Data']",8188641,"[['G02.111.570.060', 'L01.453.245.667.060'], ['B01.050'], ['D27.505.954.122.085'], ['B03'], ['G02.111.570.080', 'G05.360.080', 'L01.453.245.667.080'], ['E05.196.181.400.300'], ['E05.393.220'], ['B01.050.500.131.617.720.500.500.375'], ['D13.444.308.497.220', 'D13.444.600.223.500', 'D27.720.470.530.600.223.260'], ['A13.453'], ['D06.472.445.573'], ['D12.776.093.500'], ['B05.500.500', 'G07.345.500.550.500.500'], ['L01.453.245.667']]","['Phenomena and Processes [G]', 'Information Science [L]', 'Organisms [B]', 'Chemicals and Drugs [D]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Anatomy [A]']",1,1,0,1,1,0,1,0,0,0,1,0,0,0
Functional recovery and axonal growth following spinal cord transection is accelerated by sustained L-DOPA administration.,"The eel, Anguilla anguilla, as with other fish species, recovers well from spinal cord injury. We assessed the quality of locomotion of spinally transected eels from measurements made from video recordings of individuals swimming at different speeds in a water tunnel. Following transection of the spinal cord just caudal to the anus, the animals displayed higher tail beat frequencies and lower tail beat amplitudes than before surgery, owing to the loss of power in this region. Swimming performance then progressively recovered, appearing normal within 1 month of surgery. Eels with similar transections, but given regular, repeated intraperitoneal injections (50 mg/kg) of l-3,4-dihydroxyphenylalanine (L-DOPA) showed an equivalent pattern of decline and recovery that was 10-20 days shorter than that seen in non-treated fish. Axonal growth into the denervated cord, as determined from anterograde labelling experiments, was also more rapid in the drug-treated fish. L-DOPA treatment increased the activity of all fish for up to 18 h, and accelerated the spontaneous movements ('spinal swimming') made by the denervated, caudal portion of the animal that appeared following transection. We suggest that this enhancement of locomotion underlies the accelerated axonal growth and, hence, functional recovery.","['Anguilla', 'Animals', 'Axons', 'Growth Cones', 'Levodopa', 'Motor Activity', 'Recovery of Function', 'Spinal Cord Injuries']",15450079,"[['B01.050.150.900.493.338.282'], ['B01.050'], ['A08.675.542.145', 'A11.284.180.075', 'A11.671.137', 'A11.671.501.145'], ['A11.284.180.075.249', 'A11.284.180.225.340', 'A11.284.180.610.345', 'A11.671.137.340', 'A11.671.240.340'], ['D02.092.311.200.480', 'D02.455.426.559.389.657.166.175.200.480', 'D12.125.072.050.685.400.500', 'D12.125.072.050.875.130.500'], ['F01.145.632', 'G11.427.410.698'], ['G16.757'], ['C10.228.854.763', 'C10.900.850', 'C26.819']]","['Organisms [B]', 'Anatomy [A]', 'Chemicals and Drugs [D]', 'Psychiatry and Psychology [F]', 'Phenomena and Processes [G]', 'Diseases [C]']",1,1,1,1,0,1,1,0,0,0,0,0,0,0
Captopril in congestive heart failure: improved left ventricular function with decreased metabolic cost.,"The oral angiotensin-converting enzyme inhibitor captopril (CPT) produces beneficial hemodynamic and clinical responses in patients with chronic congestive heart failure (CHF). Cardiac output and stroke volume increase, along with a decrease in pulmonary capillary wedge pressure, indicating improved left ventricular function. During maintenance CPT therapy, the beneficial hemodynamic and clinical effects appear to be sustained. Improved left ventricular pump function with CPT is associated with decreased metabolic cost, as myocardial oxygen consumption consistently decreases in proportion to the decrease in myocardial oxygen demand. Myocardial ischemia occurs infrequently, as is evident from the abnormal myocardial lactate metabolism. Hypotension appears to be the major adverse effect, particularly after the first dose. However, with dose titration and the use of a smaller initial dose, a marked precipitous fall in blood pressure can be avoided in the majority of patients. Thus, CPT may prove to be a useful agent in the vasodilator therapy of chronic CHF.","['Angiotensin-Converting Enzyme Inhibitors', 'Captopril', 'Heart Failure', 'Heart Ventricles', 'Hemodynamics', 'Humans', 'Hydralazine', 'Hypotension', 'Myocardium', 'Oxygen Consumption', 'Prazosin', 'Proline', 'Vasodilator Agents']",6291359,"[['D27.505.519.389.745.085'], ['D12.125.072.401.623.270'], ['C14.280.434'], ['A07.541.560'], ['G09.330.380'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['D03.383.710.605.500'], ['C14.907.514'], ['A02.633.580', 'A07.541.704', 'A10.690.552.750'], ['G03.680'], ['D03.633.100.786.750'], ['D12.125.072.401.623'], ['D27.505.954.411.918']]","['Chemicals and Drugs [D]', 'Diseases [C]', 'Anatomy [A]', 'Phenomena and Processes [G]', 'Organisms [B]']",1,1,1,1,0,0,1,0,0,0,0,0,0,0
Chondrosarcomatous cutaneous metastasis. A unique manifestation of sarcomatoid (metaplastic) breast carcinoma.,"Breast carcinoma is the most common origin of cutaneous metastasis in women but is usually of ductal or lobular histotypes. Sarcomatoid (metaplastic) carcinoma of the breast, although a well-established aggressive neoplasm, is very uncommon. The metaplastic elements span all types of mesenchymal differentiation and have been demonstrated to be derived from carcinomatous elements. Skin metastasis from such lesions is extremely rare. A case of metastatic sarcomatoid breast carcinoma to the skin is described in which the histology of the metastases was that of chondrosarcoma.","['Aged', 'Breast Neoplasms', 'Female', 'Humans', 'Metaplasia', 'Sarcoma', 'Skin Neoplasms']",8902102,"[['M01.060.116.100'], ['C04.588.180', 'C17.800.090.500'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['C23.550.589'], ['C04.557.450.795'], ['C04.588.805', 'C17.800.882']]","['Named Groups [M]', 'Diseases [C]', 'Organisms [B]']",0,1,1,0,0,0,0,0,0,0,0,1,0,0
Thoracoscopy versus thoracotomy: a prospective comparison of trauma and quality of life.,"BACKGROUND: Reliable comparisons of thoracoscopy (TCC) and anterolateral thoracotomy (ATT) with regard to trauma and post-operative quality of life are rare. This study was conducted to quantify the results of TCC, which was expected to show an advantage.METHODS: Using a matched-pair design (matching criteria: comparable intracavitary procedure, benign/malignant disease and sex), 22 patients were compared who underwent either TCC or ATT (Wilcoxon matched-pairs signed-ranks test, P<0.05).RESULTS: Incision and operation time were shorter for TCC (TCC 5.3 vs ATT 23.7 cm, P=0.003; TCC 64 vs ATT 87 min, P=0.029). Differences in favor of TCC were detected for interleukin 6 (IL6) (TCC 17.2 vs ATT 105.6 pg/ml, P=0.036) in the immediate postoperative period, C-reactive protein (CRP) (TCC 28.2 vs ATT 86.6 mg/l; P=0.010) on the day 1 after the operation, forced vital capacity (FVC) (TCC 2.5 vs ATT 1.5 l, P=0.0173), elevation of the arm (EA) (TCC 143 vs ATT 109; P=0,026), pain on coughing (CP) (TCC 2.5 vs ATT 6.9 patients; P=0.009) and Spitzer Index (SI) (TCC 9.2 vs ATT 7,1 patients; P=0.009), as well as CP (TCC 1.4 vs ATT 4.4 patients; P=0,005) on day 4 after the operation. Forced expiratory volume in the first second, pain, creatin kinase, blood glucose and neopterin showed no differences.CONCLUSIONS: In terms of surgical trauma and quality of life ICC is superior to ATT in the immediate postoperative period. With the exception of pain and coughing, there were no differences after postoperative day 4.","['Female', 'Humans', 'Male', 'Prospective Studies', 'Quality of Life', 'Thoracoscopy', 'Thoracotomy']",11981682,"[['B01.050.150.900.649.313.988.400.112.400.400'], ['E05.318.372.500.750.625', 'N05.715.360.330.500.750.650', 'N06.850.520.450.500.750.650'], ['I01.800', 'K01.752.400.750', 'N06.850.505.400.425.837'], ['E01.370.388.250.840', 'E04.502.250.840', 'E04.928.752'], ['E04.928.760']]","['Organisms [B]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Health Care [N]', 'Anthropology, Education, Sociology, and Social Phenomena [I]', 'Humanities [K]']",0,1,0,0,1,0,0,0,1,0,0,0,1,0
Biomaterial scaffolds in cartilage-subchondral bone defects influencing the repair of autologous articular cartilage transplants.,"The repair of articular cartilage typically involves the repair of cartilage-subchondral bone tissue defects. Although various bioactive materials have been used to repair bone defects, how these bioactive materials in subchondral bone defects influence the repair of autologous cartilage transplant remains unclear. The aim of this study was to investigate the effects of different subchondral biomaterial scaffolds on the repair of autologous cartilage transplant in a sheep model. Cylindrical cartilage-subchondral bone defects were created in the right femoral knee joint of each sheep. The subchondral bone defects were implanted with hydroxyapatite-â-tricalcium phosphate (HA-TCP), poly lactic-glycolic acid (PLGA)-HA-TCP dual-layered composite scaffolds (PLGA/HA-TCP scaffolds), or autologous bone chips. The autologous cartilage layer was placed on top of the subchondral materials. After 3 months, the effect of different subchondral scaffolds on the repair of autologous cartilage transplant was systematically studied by investigating the mechanical strength, structural integration, and histological responses. The results showed that the transplanted cartilage layer supported by HA-TCP scaffolds had better structural integration and higher mechanical strength than that supported by PLGA/HA-TCP scaffolds. Furthermore, HA-TCP-supported cartilage showed higher expression of acid mucosubstances and glycol-amino-glycan contents than that supported by PLGA/HA-TCP scaffolds. Our results suggested that the physicochemical properties, including the inherent mechanical strength and material chemistry of the scaffolds, play important roles in influencing the repair of autologous cartilage transplants. The study may provide useful information for the design and selection of proper subchondral biomaterials to support the repair of both subchondral bone and cartilage defects.","['Alkaline Phosphatase', 'Animals', 'Biocompatible Materials', 'Biomechanical Phenomena', 'Bone Substitutes', 'Cartilage, Articular', 'Hyaline Cartilage', 'Hydroxyapatites', 'Lactic Acid', 'Materials Testing', 'Polyglycolic Acid', 'Polylactic Acid-Polyglycolic Acid Copolymer', 'Sheep', 'Tissue Scaffolds', 'Transplantation, Autologous', 'Vascular Endothelial Growth Factor A']",22684516,"[['D08.811.277.352.650.035'], ['B01.050'], ['D25.130', 'D27.720.102.130', 'J01.637.051.130'], ['G01.154.090', 'G01.374.089'], ['D25.130.325', 'J01.637.051.130.325'], ['A02.165.407.150', 'A02.835.583.192'], ['A02.165.407', 'A10.165.382.400'], ['D01.029.260.700.675.374.075.025.300', 'D01.146.360.050.300', 'D01.578.122.477', 'D01.695.625.675.650.075.025.300'], ['D02.241.511.459.450'], ['E05.570'], ['D05.750.728.780', 'D25.720.728.780', 'J01.637.051.720.728.780'], ['D02.241.511.459.450.500', 'D05.750.728.780.500', 'D25.720.728.780.500', 'J01.637.051.720.728.780.500'], ['B01.050.150.900.649.313.500.380.791'], ['E07.206.627', 'E07.695.825'], ['E04.936.664'], ['D12.644.276.100.800.200', 'D12.776.467.100.800.200', 'D23.529.100.800.200']]","['Chemicals and Drugs [D]', 'Organisms [B]', 'Technology, Industry, and Agriculture [J]', 'Phenomena and Processes [G]', 'Anatomy [A]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]']",1,1,0,1,1,0,1,0,0,1,0,0,0,0
Seeing the forest through the trees: a comparison of different IAT variants measuring implicit alcohol associations.,"Dual-process models propose that addictive behaviors are determined by an implicit, impulsive system and an explicit, reflective system. Consistent with these models, research has demonstrated implicit affective associations with alcohol, using the Implicit Association Test (IAT), that predict unique variance in drinking behavior above explicit cognitions. However, different IAT versions have been used to measure implicit affective associations with alcohol, and the present study sought to determine which of these IAT variants showed the highest validity and internal consistencies. In total, 4800 participants completed one of six IAT versions via the Internet: a bipolar IAT (i.e., positive vs. negative), a unipolar positive IAT (i.e., positive vs. neutral), or a unipolar negative IAT (i.e., negative vs. neutral) with general positive and negative stimuli or with positive and negative alcohol-related affective states. While the alcohol-related affective bipolar and unipolar positive IAT versions and the general affective bipolar and unipolar positive IAT versions showed comparable internal consistencies, somewhat lower internal consistencies were found for the unipolar negative IAT versions. Further, alcohol-related affective IAT variants were more strongly related to explicit measures than general affective IAT versions. Also, alcohol-related and general affective bipolar and unipolar positive IAT variants were related to drinking behavior, but not unipolar negative IAT variants. Finally, the bipolar alcohol-related affective IAT, the unipolar alcohol-related positive IAT and the unipolar general positive IAT predicted drinking behavior above explicit measures. Overall, the bipolar alcohol-related affective IAT outperformed all other IAT variants with respect to its relationship with explicit measures and drinking behavior.","['Affect', 'Alcoholism', 'Behavior, Addictive', 'Bipolar Disorder', 'Emotions', 'Genetic Association Studies', 'Genetic Variation', 'Humans', 'Reproducibility of Results', 'Surveys and Questionnaires']",19781863,"[['F01.470.047'], ['C25.775.100.250', 'F03.900.100.350'], ['F01.145.527.100.120'], ['F03.084.500'], ['F01.470'], ['E05.393.385'], ['G05.365'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['E05.318.370.725', 'E05.337.851', 'N05.715.360.325.685', 'N06.850.520.445.725'], ['E05.318.308.980', 'N05.715.360.300.800', 'N06.850.520.308.980']]","['Psychiatry and Psychology [F]', 'Diseases [C]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Phenomena and Processes [G]', 'Organisms [B]', 'Health Care [N]']",0,1,1,0,1,1,1,0,0,0,0,0,1,0
Application of recurrent neural network for online prediction of cell density of recombinant Pichia pastoris producing HBsAg.,"Artificial neural networking (ANN) seems to be a promising soft sensor for implementing current approaches of quality by design (QbD) and process analytical technologies (PAT) in the biopharmaceutical industry. In this study, we aimed to implement best-fitted ANN architecture for online prediction of the biomass amount of recombinant Pichia pastoris (P. pastoris) - expressing intracellular hepatitis B surface antigen (HBsAg) - during the fed-batch fermentation process using methanol as a sole carbon source. For this purpose, at the induction phase of methanol fed-batch fermentation, carbon evolution rate (CER), dissolved oxygen (DO), and methanol feed rate were selected as input vectors and total wet cell weight (WCW) was considered as output vector for the ANN. The obtained results indicated that after training recurrent ANN with data sets of four fed-batch runs, this toolbox could predict the WCW of the next fed-batch fermentation process at each specified time point with high accuracy. The R-squared and root-mean-square error between actual and predicted values were found to be 0.9985 and 13.73, respectively. This verified toolbox could have major importance in the biopharmaceutical industry since recombinant P. pastoris is widely used for the large-scale production of HBsAg.","['Bacterial Load', 'Biomass', 'Bioreactors', 'Fermentation', 'Hepatitis B Surface Antigens', 'Hepatitis B virus', 'Methanol', 'Neural Networks, Computer', 'Pichia', 'Recombinant Proteins']",30707051,"[['E01.370.225.875.150.115', 'E01.370.225.875.220.115', 'E05.200.875.150.115', 'E05.200.875.220.115', 'G06.099.100'], ['G16.500.275.157.100', 'N06.230.124.100'], ['E07.115', 'J01.897.120.115'], ['G02.111.158.249', 'G03.191.249'], ['D23.050.327.495.500.475'], ['B04.280.375.650.425', 'B04.450.390.650.425'], ['D02.033.623'], ['G17.485', 'L01.224.050.375.605'], ['B01.300.107.795.700', 'B01.300.930.600'], ['D12.776.828']]","['Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Phenomena and Processes [G]', 'Health Care [N]', 'Technology, Industry, and Agriculture [J]', 'Chemicals and Drugs [D]', 'Organisms [B]', 'Information Science [L]']",0,1,0,1,1,0,1,0,0,1,1,0,1,0
Hepatic arterial infusion enhances DOTATOC radiopeptide therapy in patients with neuroendocrine liver metastases.,"Intravenously administered radiolabeled peptides targeting somatostatin receptors are used for the treatment of unresectable gastroenteropancreatic neuroendocrine tumors (GEP-NETs). Recently, we demonstrated a high first-pass effect during intra-arterial (i.a.) administration of positron emission tomography (PET) labeled (68)Ga-DOTA(0)-d-Phe(1)-Tyr(3)-octreotide (DOTATOC). In this pilot study, we investigated the therapeutic effectiveness of arterial administered DOTATOC, labeled with the therapeutic â emitters (90)Y and (177)Lu. (90)Y- and/or (177)Lu-DOTATOC were infused into the hepatic artery of 15 patients with liver metastases arising from GEP-NETs. Response was assessed using DOTATOC-PET, multiphase contrast enhanced computed tomography, magnetic resonance imaging, and the serum tumor marker chromogranin A. Pharmacokinetic data of the arterial approach were assessed using (111)In-DOTATOC scans. With the treatment regime of this pilot study, complete remission was achieved in one (7%) patient and partial remission was observed in eight (53%) patients, six patients were classified as stable (40%; response evaluation criteria in solid tumors criteria). The concomitant decrease of elevated serum tumor marker confirmed the radiologic response. Median time to progression was not reached within a mean follow-up period of 20 months. Receptor saturation and redistribution effects were identified as limiting factors for i.a. DOTATOC therapy. The high rate of objective radiologic response in NET patients treated with arterial infusion of (90)Y-/(177)Lu-DOTATOC compares favorably with systemic chemotherapy and intravenous radiopeptide therapy. While i.a. DOTATOC therapy is only applicable to patients with tumors of limited anatomic distribution, the results of this pilot study are a promising development in the treatment of GEP-NET and warrants further investigation of this novel approach.","['Adult', 'Aged', 'Chromogranin A', 'Female', 'Hepatic Artery', 'Humans', 'Infusions, Intra-Arterial', 'Liver Neoplasms', 'Magnetic Resonance Imaging', 'Male', 'Middle Aged', 'Neuroendocrine Tumors', 'Octreotide', 'Pancreatic Neoplasms', 'Pilot Projects', 'Positron-Emission Tomography', 'Radiopharmaceuticals', 'Tomography, X-Ray Computed', 'Yttrium Radioisotopes']",21791571,"[['M01.060.116'], ['M01.060.116.100'], ['D12.776.631.199.249'], ['A07.015.114.407'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['E02.319.267.510.520'], ['C04.588.274.623', 'C06.301.623', 'C06.552.697'], ['E01.370.350.825.500'], ['M01.060.116.630'], ['C04.557.465.625.650', 'C04.557.580.625.650'], ['D04.345.566.650', 'D12.644.641.650'], ['C04.588.274.761', 'C04.588.322.475', 'C06.301.761', 'C06.689.667', 'C19.344.421'], ['E05.318.372.750', 'E05.337.737', 'N05.715.360.330.720', 'N06.850.520.450.720'], ['E01.370.350.350.800.700', 'E01.370.350.600.350.800.399', 'E01.370.350.710.800.399', 'E01.370.350.825.800.399', 'E01.370.384.730.800.399'], ['D27.505.259.843', 'D27.505.519.871', 'D27.720.470.410.650'], ['E01.370.350.350.810', 'E01.370.350.600.350.700.810', 'E01.370.350.700.700.810', 'E01.370.350.700.810.810', 'E01.370.350.825.810.810'], ['D01.268.558.975.500.800', 'D01.268.956.890.500.800', 'D01.496.749.960', 'D01.496.943.800', 'D01.552.550.975.500.800']]","['Named Groups [M]', 'Chemicals and Drugs [D]', 'Anatomy [A]', 'Organisms [B]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Diseases [C]', 'Health Care [N]']",1,1,1,1,1,0,0,0,0,0,0,1,1,0
"Williamsia spongiae sp. nov., an actinomycete isolated from the marine sponge Amphimedon viridis.","A novel actinobacterium, designated isolate B138T, was isolated from the marine sponge, Amphimedon viridis, which was collected from Praia Guaec? (S?o Paulo, Brazil), and its taxonomic position was established using data from a polyphasic study. The organism showed a combination of chemotaxonomic and morphological characteristics consistent with its classification in the genus Williamsia and it formed a distinct phyletic line in the Williamsia 16S rRNA gene tree. It was most closely related to Williamsia serinedens DSM 45037T and Williamsia deligens DSM 44902T (99.0 % 16S rRNA gene sequence similarity) and Williamsia maris DSM 44693T (97.5 % 16S rRNA gene sequence similarity), but was distinguished readily from these strains by the low DNA-DNA relatedness values (62.3-64.4 %) and by the discriminatory phenotypic properties. Based on the data obtained, the isolate B138T (=CBMAI 1094T=DSM 46676T) should be classified as the type strain of a novel species of the genus Williamsia, for which the name Williamsia spongiae sp. nov. is proposed.","['Actinomycetales', 'Animals', 'Bacterial Typing Techniques', 'Base Composition', 'Brazil', 'DNA, Bacterial', 'Nucleic Acid Hybridization', 'Phylogeny', 'Porifera', 'RNA, Ribosomal, 16S', 'Sequence Analysis, DNA']",28100308,"[['B03.510.024.049'], ['B01.050'], ['E01.370.225.875.150.125', 'E05.200.875.150.125'], ['G02.111.080'], ['Z01.107.757.176'], ['D13.444.308.212'], ['E05.393.661', 'G02.111.611'], ['G05.697', 'G16.075.605', 'L01.100.697'], ['B01.050.500.802'], ['D13.444.735.686.670'], ['E05.393.760.700']]","['Organisms [B]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Phenomena and Processes [G]', 'Geographicals [Z]', 'Chemicals and Drugs [D]', 'Information Science [L]']",0,1,0,1,1,0,1,0,0,0,1,0,0,1
Phosphatidylserine increases IKBKAP levels in a humanized knock-in IKBKAP mouse model.,"Familial dysautonomia (FD) is a severe neurodegenerative genetic disorder restricted to the Ashkenazi Jewish population. The most common mutation in FD patients is a T-to-C transition at position 6 of intron 20 of the IKBKAP gene. This mutation causes aberrant skipping of exon 20 in a tissue-specific manner, leading to reduction of the IêB kinase complex-associated protein (IKAP) protein in the nervous system. We established a homozygous humanized mouse strain carrying human exon 20 and its two flanking introns; the 3' intron has the transition observed in the IKBKAP gene of FD patients. Although our FD humanized mouse does not display FD symptoms, the unique, tissue-specific splicing pattern of the IKBKAP in these mice allowed us to evaluate the effect of therapies on gene expression and exon 20 splicing. The FD mice were supplemented with phosphatidylserine (PS), a safe food supplement that increases mRNA and protein levels of IKBKAP in cell lines generated from FD patients. Here we demonstrated that PS treatment increases IKBAKP mRNA and IKAP protein levels in various tissues of FD mice without affecting exon 20 inclusion levels. We also observed that genes associated with transcription regulation and developmental processes were up-regulated in the cerebrum of PS-treated mice. Thus, PS holds promise for the treatment of FD.","['Alternative Splicing', 'Animals', 'Carrier Proteins', 'Cell Line', 'Disease Models, Animal', 'Dysautonomia, Familial', 'Exons', 'Female', 'Gene Knock-In Techniques', 'Humans', 'Intracellular Signaling Peptides and Proteins', 'Introns', 'Male', 'Mice', 'Mice, Transgenic', 'Phosphatidylserines', 'Transcriptional Elongation Factors']",23515154,"[['G02.111.760.700.100', 'G03.839.700.100', 'G05.308.700.700.100'], ['B01.050'], ['D12.776.157'], ['A11.251.210'], ['C22.232', 'E05.598.500', 'E05.599.395.080'], ['C10.177.575.300', 'C10.500.250.309', 'C10.574.500.493.250', 'C10.668.829.800.175.250', 'C16.131.666.310.309', 'C16.320.400.415.309'], ['G05.360.340.024.340.137.232'], ['E05.393.335.249'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['D12.644.360', 'D12.776.476'], ['G05.360.340.024.220.400', 'G05.360.340.024.340.137.515'], ['B01.050.150.900.649.313.992.635.505.500'], ['B01.050.050.136.500', 'B01.050.150.900.649.313.992.635.505.500.800'], ['D10.570.755.375.760.400.971'], ['D12.776.930.955']]","['Phenomena and Processes [G]', 'Organisms [B]', 'Chemicals and Drugs [D]', 'Anatomy [A]', 'Diseases [C]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]']",1,1,1,1,1,0,1,0,0,0,0,0,0,0
Growth of non-phototrophic microorganisms using solar energy through mineral photocatalysis.,"Phototrophy and chemotrophy are two dominant modes of microbial metabolism. To date, non-phototrophic microorganisms have been excluded from the solar light-centered phototrophic metabolism. Here we report a pathway that demonstrates a role of light in non-phototrophic microbial activity. In lab simulations, visible light-excited photoelectrons from metal oxide, metal sulfide, and iron oxide stimulated the growth of chemoautotrophic and heterotrophic bacteria. The measured bacterial growth was dependent on light wavelength and intensity, and the growth pattern matched the light absorption spectra of the minerals. The photon-to-biomass conversion efficiency was in the range of 0.13-1.90‰. Similar observations were obtained in a natural soil sample containing both bacteria and semiconducting minerals. Results from this study provide evidence for a newly identified, but possibly long-existing pathway, in which the metabolisms and growth of non-phototrophic bacteria can be stimulated by solar light through photocatalysis of semiconducting minerals.","['Acidithiobacillus', 'Alcaligenes faecalis', 'Bacteria', 'Bioelectric Energy Sources', 'Biomass', 'Minerals', 'Phototrophic Processes', 'Solar Energy', 'Sunlight']",22473012,"[['B03.440.400.425.103', 'B03.660.250.015'], ['B03.440.400.425.115.050.200', 'B03.660.075.090.344.050.200'], ['B03'], ['E07.305.124.150'], ['G16.500.275.157.100', 'N06.230.124.100'], ['D01.578'], ['G02.111.669', 'G03.800'], ['G01.750.897', 'N06.230.132.644.500'], ['G01.358.500.505.650.836', 'G01.750.250.650.836', 'G01.750.770.578.836', 'G16.500.275.063.725.525', 'G16.500.750.775.525', 'N06.230.300.100.725.525']]","['Organisms [B]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Phenomena and Processes [G]', 'Health Care [N]', 'Chemicals and Drugs [D]']",0,1,0,1,1,0,1,0,0,0,0,0,1,0
